QID,W1,W2,Sim,input_condition,model,layer,pooling,cosine_similarity,word1_context_sentence_count,word2_context_sentence_count,model_name
46,damar,rahatsız,0.583333333,contextual,BERTurk,1,first,0.2188880478614461,15,15,dbmdz/bert-base-turkish-cased
47,öğrenci,yağcılık,0.416666667,contextual,BERTurk,1,first,0.18726008383798765,15,15,dbmdz/bert-base-turkish-cased
48,bitki,sebze,3.666666667,contextual,BERTurk,1,first,0.5238294544562703,15,15,dbmdz/bert-base-turkish-cased
49,zarar,tımarhane,0.333333333,contextual,BERTurk,1,first,0.11003111466450222,15,15,dbmdz/bert-base-turkish-cased
50,kelebek,eski,0.166666667,contextual,BERTurk,1,first,0.23512037780490713,13,15,dbmdz/bert-base-turkish-cased
51,zaman,gündüz,2.5,contextual,BERTurk,1,first,0.31155224591512964,14,15,dbmdz/bert-base-turkish-cased
52,meslek,polis,2.833333333,contextual,BERTurk,1,first,0.2971826805483381,15,15,dbmdz/bert-base-turkish-cased
53,su,yağmur,4.25,contextual,BERTurk,1,first,0.36219696654503797,14,15,dbmdz/bert-base-turkish-cased
54,nefes,soyut,0.666666667,contextual,BERTurk,1,first,0.17687516787502844,15,15,dbmdz/bert-base-turkish-cased
55,yedigen,aykırı,0.25,contextual,BERTurk,1,first,0.2744948023881466,14,15,dbmdz/bert-base-turkish-cased
56,titiz,pimpirikli,6.25,contextual,BERTurk,1,first,0.21478808243484637,15,15,dbmdz/bert-base-turkish-cased
57,fotoğraf,karton,1.0,contextual,BERTurk,1,first,0.32018565344158967,14,15,dbmdz/bert-base-turkish-cased
58,tutsak,serbest,0.25,contextual,BERTurk,1,first,0.29637386871792104,15,13,dbmdz/bert-base-turkish-cased
59,fazlalık,ısınmış,0.166666667,contextual,BERTurk,1,first,0.21128352159815544,15,15,dbmdz/bert-base-turkish-cased
60,laikçiler,tepe,0.25,contextual,BERTurk,1,first,0.1958431638049275,15,9,dbmdz/bert-base-turkish-cased
61,suçlu,bağışlayışı,0.416666667,contextual,BERTurk,1,first,0.2539476139803247,15,15,dbmdz/bert-base-turkish-cased
62,serbest,radyo,0.166666667,contextual,BERTurk,1,first,0.15836771542436878,13,15,dbmdz/bert-base-turkish-cased
63,uzun,tıknaz,0.166666667,contextual,BERTurk,1,first,0.11616495343313471,15,15,dbmdz/bert-base-turkish-cased
64,kan,pıhtı,2.916666667,contextual,BERTurk,1,first,0.3135499699480371,15,15,dbmdz/bert-base-turkish-cased
65,delilim,ispatım,9.166666667,contextual,BERTurk,1,first,0.4943295155417746,15,12,dbmdz/bert-base-turkish-cased
66,erkekçene,eksik,0.166666667,contextual,BERTurk,1,first,0.22732121170285713,15,15,dbmdz/bert-base-turkish-cased
67,delilim,deli,0.666666667,contextual,BERTurk,1,first,0.5010272783530937,15,15,dbmdz/bert-base-turkish-cased
68,üşengeç,üşengen,8.25,contextual,BERTurk,1,first,0.9898512629661134,15,15,dbmdz/bert-base-turkish-cased
69,gül,dostçasına,0.25,contextual,BERTurk,1,first,0.3038537012122149,15,15,dbmdz/bert-base-turkish-cased
70,kum,karınca,1.166666667,contextual,BERTurk,1,first,0.19215760637324242,15,15,dbmdz/bert-base-turkish-cased
71,tutsak,köle,7.0,contextual,BERTurk,1,first,0.40973112532334377,15,15,dbmdz/bert-base-turkish-cased
72,kazanç,aykırı,0.166666667,contextual,BERTurk,1,first,0.2705586607336582,15,15,dbmdz/bert-base-turkish-cased
73,içki,viski,4.25,contextual,BERTurk,1,first,0.31876966470845636,15,15,dbmdz/bert-base-turkish-cased
74,üşengen,yedigen,0.166666667,contextual,BERTurk,1,first,0.22577955067271394,15,14,dbmdz/bert-base-turkish-cased
75,mutfak,kahvaltı,2.0,contextual,BERTurk,1,first,0.3856601240529691,15,15,dbmdz/bert-base-turkish-cased
76,çamaşır,külot,4.75,contextual,BERTurk,1,first,0.18390845831193736,10,14,dbmdz/bert-base-turkish-cased
77,yorgun,yorgunluk,4.916666667,contextual,BERTurk,1,first,0.9552366894723676,15,14,dbmdz/bert-base-turkish-cased
78,transparan,kemik,0.166666667,contextual,BERTurk,1,first,0.17379785289519256,15,13,dbmdz/bert-base-turkish-cased
79,muz,yoğurt,1.166666667,contextual,BERTurk,1,first,0.3910468221497537,14,14,dbmdz/bert-base-turkish-cased
80,damar,kan,2.333333333,contextual,BERTurk,1,first,0.36614596005150823,15,15,dbmdz/bert-base-turkish-cased
81,ilkellik,cenin,0.333333333,contextual,BERTurk,1,first,0.15313626749054154,14,15,dbmdz/bert-base-turkish-cased
82,temiz,kirlice,0.25,contextual,BERTurk,1,first,0.5076327797754004,15,15,dbmdz/bert-base-turkish-cased
83,modernite,öncülük,1.916666667,contextual,BERTurk,1,first,0.1863761753282328,15,15,dbmdz/bert-base-turkish-cased
84,peşinatsız,borçlanmak,1.416666667,contextual,BERTurk,1,first,0.27181672382480637,15,15,dbmdz/bert-base-turkish-cased
85,öğrenci,kitap,1.416666667,contextual,BERTurk,1,first,0.40432167268204744,15,15,dbmdz/bert-base-turkish-cased
86,mühendis,bilişim,2.333333333,contextual,BERTurk,1,first,0.3608464845538102,15,15,dbmdz/bert-base-turkish-cased
87,zeki,çocuk,0.833333333,contextual,BERTurk,1,first,0.2792284906389769,15,15,dbmdz/bert-base-turkish-cased
88,avare,başıboş,8.416666667,contextual,BERTurk,1,first,0.25357493586583657,8,15,dbmdz/bert-base-turkish-cased
89,tren,inançlılık,0.166666667,contextual,BERTurk,1,first,0.19624315658609603,9,15,dbmdz/bert-base-turkish-cased
90,mücevher,şahane,0.5,contextual,BERTurk,1,first,0.34881952943640115,15,15,dbmdz/bert-base-turkish-cased
91,başladılarsa,bitirdilerse,0.083333333,contextual,BERTurk,1,first,0.3828240598580934,15,15,dbmdz/bert-base-turkish-cased
92,keşiş,köle,0.583333333,contextual,BERTurk,1,first,0.27040679340253715,15,15,dbmdz/bert-base-turkish-cased
93,palto,ceket,6.75,contextual,BERTurk,1,first,0.34357558789783393,15,14,dbmdz/bert-base-turkish-cased
94,oksijen,su,2.0,contextual,BERTurk,1,first,0.383249367697315,15,14,dbmdz/bert-base-turkish-cased
95,taşıt,tren,3.583333333,contextual,BERTurk,1,first,0.4084803920442699,15,9,dbmdz/bert-base-turkish-cased
96,kıyı,tepe,0.916666667,contextual,BERTurk,1,first,0.34993534759647393,14,9,dbmdz/bert-base-turkish-cased
97,adalet,vicdan,2.833333333,contextual,BERTurk,1,first,0.453103342862057,15,15,dbmdz/bert-base-turkish-cased
98,rahatsız,alışkın,0.166666667,contextual,BERTurk,1,first,0.23965231776970985,15,15,dbmdz/bert-base-turkish-cased
99,kavramsallaştırsın,soyut,1.0,contextual,BERTurk,1,first,0.3804293212167966,15,15,dbmdz/bert-base-turkish-cased
100,hayat,fani,1.583333333,contextual,BERTurk,1,first,0.2501691934180341,15,15,dbmdz/bert-base-turkish-cased
101,ıslak,deniz,1.833333333,contextual,BERTurk,1,first,0.25332168306964853,15,15,dbmdz/bert-base-turkish-cased
102,kitaplıklar,kitaphane,7.166666667,contextual,BERTurk,1,first,0.9623799299236272,15,15,dbmdz/bert-base-turkish-cased
103,din,vicdan,1.75,contextual,BERTurk,1,first,0.31161927367102027,15,15,dbmdz/bert-base-turkish-cased
104,brüt,çamaşır,0.25,contextual,BERTurk,1,first,0.27963479502146993,15,10,dbmdz/bert-base-turkish-cased
105,tıknaz,şiddetli,0.333333333,contextual,BERTurk,1,first,0.23381151647559406,15,15,dbmdz/bert-base-turkish-cased
106,yüreklicesine,gevşek,0.166666667,contextual,BERTurk,1,first,0.216395720099408,15,15,dbmdz/bert-base-turkish-cased
107,cenin,kuyumcu,0.166666667,contextual,BERTurk,1,first,0.2517198996829665,15,15,dbmdz/bert-base-turkish-cased
108,gözlükçü,gözlük,2.75,contextual,BERTurk,1,first,0.8077377692612724,14,15,dbmdz/bert-base-turkish-cased
109,affedişi,cezalandırışı,0.166666667,contextual,BERTurk,1,first,0.4382531076454709,15,15,dbmdz/bert-base-turkish-cased
110,bilişim,sebze,0.25,contextual,BERTurk,1,first,0.19489346168489452,15,15,dbmdz/bert-base-turkish-cased
111,iktidarcılar,sabahlardaki,0.166666667,contextual,BERTurk,1,first,0.26297628295473574,15,15,dbmdz/bert-base-turkish-cased
112,cinayetindeki,asosyalleştirdikleri,0.166666667,contextual,BERTurk,1,first,0.1875537849089901,15,15,dbmdz/bert-base-turkish-cased
113,zarar,kazanç,0.083333333,contextual,BERTurk,1,first,0.36649378758380835,15,15,dbmdz/bert-base-turkish-cased
114,kuş,turna,3.333333333,contextual,BERTurk,1,first,0.269684836676632,15,15,dbmdz/bert-base-turkish-cased
115,brüt,kesintili,0.333333333,contextual,BERTurk,1,first,0.3188039500880856,15,15,dbmdz/bert-base-turkish-cased
116,borçlanmak,faiz,1.416666667,contextual,BERTurk,1,first,0.3894939813271836,15,15,dbmdz/bert-base-turkish-cased
117,zaman,öğle,2.833333333,contextual,BERTurk,1,first,0.26977530487832335,14,15,dbmdz/bert-base-turkish-cased
118,mücevher,sicim,0.333333333,contextual,BERTurk,1,first,0.19702012512476907,15,15,dbmdz/bert-base-turkish-cased
119,külot,aile,0.25,contextual,BERTurk,1,first,0.1803556925894858,14,15,dbmdz/bert-base-turkish-cased
120,mezarhane,mutfak,0.25,contextual,BERTurk,1,first,0.3345678798050874,15,15,dbmdz/bert-base-turkish-cased
121,bitirdilerse,geceleyin,0.166666667,contextual,BERTurk,1,first,0.20591656893350174,15,15,dbmdz/bert-base-turkish-cased
122,yoldaş,delikanlı,0.833333333,contextual,BERTurk,1,first,0.3206807608000497,13,15,dbmdz/bert-base-turkish-cased
123,ıslak,serin,1.75,contextual,BERTurk,1,first,0.42843646557735093,15,15,dbmdz/bert-base-turkish-cased
124,barınak,tımarhane,0.666666667,contextual,BERTurk,1,first,0.15959755169290513,15,15,dbmdz/bert-base-turkish-cased
125,zarar,kadın,0.25,contextual,BERTurk,1,first,0.1804237393412078,15,15,dbmdz/bert-base-turkish-cased
126,atletik,avare,0.333333333,contextual,BERTurk,1,first,0.17148089915221687,15,8,dbmdz/bert-base-turkish-cased
127,cansız,yaşlıymışçasına,0.916666667,contextual,BERTurk,1,first,0.3176025814202681,15,15,dbmdz/bert-base-turkish-cased
128,peynir,karton,0.25,contextual,BERTurk,1,first,0.2713686622433389,15,15,dbmdz/bert-base-turkish-cased
129,süreli,süresiz,0.083333333,contextual,BERTurk,1,first,0.6412623364320374,15,15,dbmdz/bert-base-turkish-cased
130,tutsak,özgür,0.083333333,contextual,BERTurk,1,first,0.40456293644101593,15,15,dbmdz/bert-base-turkish-cased
131,gevşek,heykel,0.166666667,contextual,BERTurk,1,first,0.2254775242958007,15,15,dbmdz/bert-base-turkish-cased
132,kamyon,sesteş,0.083333333,contextual,BERTurk,1,first,0.17995825593803005,15,15,dbmdz/bert-base-turkish-cased
133,yiyecek,sos,2.666666667,contextual,BERTurk,1,first,0.3241196463893441,15,15,dbmdz/bert-base-turkish-cased
134,modernite,ilkellik,0.25,contextual,BERTurk,1,first,0.37671822143553146,15,14,dbmdz/bert-base-turkish-cased
135,keşiş,kahin,3.083333333,contextual,BERTurk,1,first,0.23460990386408576,15,15,dbmdz/bert-base-turkish-cased
136,turna,uygulamak,0.166666667,contextual,BERTurk,1,first,0.1577916002451254,15,15,dbmdz/bert-base-turkish-cased
137,ormanlık,fotoğraf,0.416666667,contextual,BERTurk,1,first,0.3356979156541945,15,14,dbmdz/bert-base-turkish-cased
138,sosyalleştirdikleri,asosyalleştirdikleri,0.083333333,contextual,BERTurk,1,first,0.16840778743483886,15,15,dbmdz/bert-base-turkish-cased
139,cinayetindeki,kemik,0.25,contextual,BERTurk,1,first,0.24025838303742386,15,13,dbmdz/bert-base-turkish-cased
140,masum,kuşku,0.416666667,contextual,BERTurk,1,first,0.22996600762804253,15,15,dbmdz/bert-base-turkish-cased
141,delikanlı,büyücü,0.25,contextual,BERTurk,1,first,0.3027553560710554,15,15,dbmdz/bert-base-turkish-cased
142,uzun,atletik,3.083333333,contextual,BERTurk,1,first,0.26376979613162865,15,15,dbmdz/bert-base-turkish-cased
143,deniz,sahil,5.0,contextual,BERTurk,1,first,0.5169738415052934,15,15,dbmdz/bert-base-turkish-cased
144,orman,meyve,1.416666667,contextual,BERTurk,1,first,0.34091833207537237,15,14,dbmdz/bert-base-turkish-cased
145,hayat,nefes,3.083333333,contextual,BERTurk,1,first,0.3290313337589108,15,15,dbmdz/bert-base-turkish-cased
146,mızrap,tabure,0.25,contextual,BERTurk,1,first,0.2575636205352584,15,14,dbmdz/bert-base-turkish-cased
147,sıcak,ısınmış,7.5,contextual,BERTurk,1,first,0.5138513639936696,15,15,dbmdz/bert-base-turkish-cased
148,gülüş,gülümseme,8.75,contextual,BERTurk,1,first,0.5984756855262794,15,15,dbmdz/bert-base-turkish-cased
149,muz,gemicik,0.583333333,contextual,BERTurk,1,first,0.21383856697963033,14,15,dbmdz/bert-base-turkish-cased
150,hukuk,hayat,0.416666667,contextual,BERTurk,1,first,0.37831092264387434,15,15,dbmdz/bert-base-turkish-cased
151,evetçiler,hayırcılar,0.0,contextual,BERTurk,1,first,0.6530591047073542,15,15,dbmdz/bert-base-turkish-cased
152,kamyon,manken,0.25,contextual,BERTurk,1,first,0.31859555210975066,15,15,dbmdz/bert-base-turkish-cased
153,terazi,adalet,2.0,contextual,BERTurk,1,first,0.17148833960043808,15,15,dbmdz/bert-base-turkish-cased
154,sarsıcı,gençmişçesine,0.166666667,contextual,BERTurk,1,first,0.2210462854204155,15,15,dbmdz/bert-base-turkish-cased
155,uzak,yakın,0.0,contextual,BERTurk,1,first,0.49748065670879793,15,15,dbmdz/bert-base-turkish-cased
156,dükkan,vitrin,2.333333333,contextual,BERTurk,1,first,0.45751055493129567,15,15,dbmdz/bert-base-turkish-cased
157,nefes,oksijen,3.75,contextual,BERTurk,1,first,0.48637286668810986,15,15,dbmdz/bert-base-turkish-cased
158,enginar,boza,0.75,contextual,BERTurk,1,first,0.2536310052022903,15,15,dbmdz/bert-base-turkish-cased
159,giysi,külot,2.916666667,contextual,BERTurk,1,first,0.1617405629093207,15,14,dbmdz/bert-base-turkish-cased
160,deneyimleme,pratikleştirsin,1.916666667,contextual,BERTurk,1,first,0.35454433728096824,15,15,dbmdz/bert-base-turkish-cased
161,sahil,ormanlık,0.666666667,contextual,BERTurk,1,first,0.3999223616339209,15,15,dbmdz/bert-base-turkish-cased
162,masum,öldürülüşündeki,0.25,contextual,BERTurk,1,first,0.2770972719124405,15,15,dbmdz/bert-base-turkish-cased
163,siyah,petrol,0.75,contextual,BERTurk,1,first,0.25530697539467595,15,15,dbmdz/bert-base-turkish-cased
164,haşarı,enerjik,3.5,contextual,BERTurk,1,first,0.1811032531365694,15,15,dbmdz/bert-base-turkish-cased
165,teizm,müzik,0.25,contextual,BERTurk,1,first,0.27891214934725994,15,15,dbmdz/bert-base-turkish-cased
166,para,faiz,2.166666667,contextual,BERTurk,1,first,0.2950612027472008,15,15,dbmdz/bert-base-turkish-cased
167,normalleşiyor,sabahlardaki,0.166666667,contextual,BERTurk,1,first,0.17358096356654118,15,15,dbmdz/bert-base-turkish-cased
168,atatürkçülerden,kemalizmcilerden,9.083333333,contextual,BERTurk,1,first,0.3739877782571617,15,15,dbmdz/bert-base-turkish-cased
169,alkol,viski,4.363636364,contextual,BERTurk,1,first,0.2450106809785464,15,15,dbmdz/bert-base-turkish-cased
170,muhalefetçiler,iktidarcılar,0.083333333,contextual,BERTurk,1,first,0.5324657197539893,15,15,dbmdz/bert-base-turkish-cased
171,horoz,tavuk,5.916666667,contextual,BERTurk,1,first,0.26699651863620044,15,15,dbmdz/bert-base-turkish-cased
172,çerçeve,fotoğraf,2.916666667,contextual,BERTurk,1,first,0.3210988816265543,15,14,dbmdz/bert-base-turkish-cased
173,süt,lokanta,1.083333333,contextual,BERTurk,1,first,0.2681527600571749,14,15,dbmdz/bert-base-turkish-cased
174,tahta,tabure,1.583333333,contextual,BERTurk,1,first,0.2663500367935736,15,14,dbmdz/bert-base-turkish-cased
175,kağıt,karton,4.416666667,contextual,BERTurk,1,first,0.5224802532469572,15,15,dbmdz/bert-base-turkish-cased
176,varlık,para,4.666666667,contextual,BERTurk,1,first,0.22973925199217282,15,15,dbmdz/bert-base-turkish-cased
177,ses,sesteş,3.166666667,contextual,BERTurk,1,first,0.9592298260343661,15,15,dbmdz/bert-base-turkish-cased
178,eksik,ilaç,0.166666667,contextual,BERTurk,1,first,0.19281289203962637,15,15,dbmdz/bert-base-turkish-cased
179,eşya,cisim,5.166666667,contextual,BERTurk,1,first,0.3415033258736513,15,15,dbmdz/bert-base-turkish-cased
180,haber,uzun,0.333333333,contextual,BERTurk,1,first,0.20062841015823452,15,15,dbmdz/bert-base-turkish-cased
181,hayırcılar,barıştırılırken,0.166666667,contextual,BERTurk,1,first,0.24142488304881682,15,15,dbmdz/bert-base-turkish-cased
182,pamuk,giysi,1.25,contextual,BERTurk,1,first,0.27481646519498415,14,15,dbmdz/bert-base-turkish-cased
183,hamile,cenin,2.333333333,contextual,BERTurk,1,first,0.2939772077312053,15,15,dbmdz/bert-base-turkish-cased
184,ispatım,almışlardır,0.181818182,contextual,BERTurk,1,first,0.20374230962099904,12,15,dbmdz/bert-base-turkish-cased
185,süt,yoğurt,3.833333333,contextual,BERTurk,1,first,0.5023214887625561,14,14,dbmdz/bert-base-turkish-cased
186,cansız,enerjik,0.083333333,contextual,BERTurk,1,first,0.3154106794839854,15,15,dbmdz/bert-base-turkish-cased
187,sahil,kum,2.583333333,contextual,BERTurk,1,first,0.4556971530522541,15,15,dbmdz/bert-base-turkish-cased
188,ses,mızrap,0.833333333,contextual,BERTurk,1,first,0.23214602171319088,15,15,dbmdz/bert-base-turkish-cased
189,davadaş,ebediyeten,0.5,contextual,BERTurk,1,first,0.17473816786300023,15,15,dbmdz/bert-base-turkish-cased
190,bitki,çiçek,4.416666667,contextual,BERTurk,1,first,0.492362682157641,15,14,dbmdz/bert-base-turkish-cased
191,seyahat,sefer,5.583333333,contextual,BERTurk,1,first,0.3535841001278902,14,15,dbmdz/bert-base-turkish-cased
192,yardım,aile,0.583333333,contextual,BERTurk,1,first,0.26164708008727555,15,15,dbmdz/bert-base-turkish-cased
193,petrol,yakıt,5.25,contextual,BERTurk,1,first,0.43572068926041974,15,15,dbmdz/bert-base-turkish-cased
194,şair,modernite,0.583333333,contextual,BERTurk,1,first,0.2729605789274129,15,15,dbmdz/bert-base-turkish-cased
195,gevşek,sıkı,0.0,contextual,BERTurk,1,first,0.2951731423830368,15,15,dbmdz/bert-base-turkish-cased
196,cihaz,lamba,2.0,contextual,BERTurk,1,first,0.38709220326613347,15,13,dbmdz/bert-base-turkish-cased
197,din,devlet,0.5,contextual,BERTurk,1,first,0.36938192462459774,15,15,dbmdz/bert-base-turkish-cased
198,saldırmaktaydılar,suskunluğuna,0.166666667,contextual,BERTurk,1,first,0.2462576921790638,15,15,dbmdz/bert-base-turkish-cased
199,nezle,yorgunluk,1.416666667,contextual,BERTurk,1,first,0.28076538067156387,15,14,dbmdz/bert-base-turkish-cased
200,cevher,fotoğraf,0.25,contextual,BERTurk,1,first,0.20478611197185248,15,14,dbmdz/bert-base-turkish-cased
201,uzak,karınca,0.166666667,contextual,BERTurk,1,first,0.1798608026044347,15,15,dbmdz/bert-base-turkish-cased
202,üşengeç,ebleh,0.583333333,contextual,BERTurk,1,first,0.27755442147241816,15,15,dbmdz/bert-base-turkish-cased
203,yedigen,biçimlendirilmişlerdir,0.333333333,contextual,BERTurk,1,first,0.18031970900653693,14,15,dbmdz/bert-base-turkish-cased
204,bilimci,karışık,0.166666667,contextual,BERTurk,1,first,0.1396124111364273,15,15,dbmdz/bert-base-turkish-cased
205,medya,sevgili,0.25,contextual,BERTurk,1,first,0.25843800639086445,15,15,dbmdz/bert-base-turkish-cased
206,biçimlendirilmişlerdir,iyiliyorsun,0.583333333,contextual,BERTurk,1,first,0.18977279507416356,15,15,dbmdz/bert-base-turkish-cased
207,kırmızı,okul,0.166666667,contextual,BERTurk,1,first,0.24270824811071656,15,15,dbmdz/bert-base-turkish-cased
208,gülümseme,somurtma,0.0,contextual,BERTurk,1,first,0.2073171296198928,15,15,dbmdz/bert-base-turkish-cased
209,okul,kitaplıklar,1.333333333,contextual,BERTurk,1,first,0.42440412860340115,15,15,dbmdz/bert-base-turkish-cased
210,atatürkçülerden,palto,0.25,contextual,BERTurk,1,first,0.14790031531838665,15,15,dbmdz/bert-base-turkish-cased
211,kadeh,bıçak,1.75,contextual,BERTurk,1,first,0.3100482380980044,13,15,dbmdz/bert-base-turkish-cased
212,özgür,haber,0.833333333,contextual,BERTurk,1,first,0.26139549164989395,15,15,dbmdz/bert-base-turkish-cased
213,palto,kapüşon,2.666666667,contextual,BERTurk,1,first,0.21555068258484567,15,14,dbmdz/bert-base-turkish-cased
214,ibadet,namaz,4.25,contextual,BERTurk,1,first,0.5708370817887715,15,15,dbmdz/bert-base-turkish-cased
215,soyut,somut,0.0,contextual,BERTurk,1,first,0.5740566034476867,15,15,dbmdz/bert-base-turkish-cased
216,süresiz,ebediyeten,7.416666667,contextual,BERTurk,1,first,0.2007484143681615,15,15,dbmdz/bert-base-turkish-cased
217,taşıt,kamyon,4.083333333,contextual,BERTurk,1,first,0.4729027621242774,15,15,dbmdz/bert-base-turkish-cased
218,tren,yakıt,1.333333333,contextual,BERTurk,1,first,0.269404764074326,9,15,dbmdz/bert-base-turkish-cased
219,yoldaş,keşiş,1.166666667,contextual,BERTurk,1,first,0.2507590623449468,13,15,dbmdz/bert-base-turkish-cased
220,horoz,sefer,0.25,contextual,BERTurk,1,first,0.15211439507526503,15,15,dbmdz/bert-base-turkish-cased
221,tabure,çerçeve,0.583333333,contextual,BERTurk,1,first,0.23150729949734894,14,15,dbmdz/bert-base-turkish-cased
222,kordon,gülümseme,0.166666667,contextual,BERTurk,1,first,0.16404573233533348,15,15,dbmdz/bert-base-turkish-cased
223,zeki,akıllı,6.0,contextual,BERTurk,1,first,0.5862924182890265,15,15,dbmdz/bert-base-turkish-cased
