robustness_subset,subset_description,model,model_name,layer,pooling,n,mean_sim_same_root,mean_sim_same_suffix,mean_delta,ci95_low,ci95_high,wilcoxon_p,is_best_in_subset
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,1,max,60,0.7881603580790544,0.7428625082700232,0.04529784980903118,0.024064025965142684,0.06578940586612035,6.815761775262834e-05,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,1,mean,60,0.832117682137389,0.7858379280486305,0.04627975408875848,0.024889334811545167,0.0661784684603086,1.4510938867503461e-05,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,7,first,60,0.9564877330048136,0.8336853075447738,0.12280242546003985,0.10636902740968446,0.1380686647829816,3.6389139085130725e-11,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,7,last,60,0.8639176324187443,0.9236259622449133,-0.05970832982616899,-0.07490716914348942,-0.04288838750040913,6.275145279907656e-08,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,7,max,60,0.9250670037510696,0.8956644570363536,0.029402546714716076,0.019703843996698098,0.038012089541139764,1.795264523656709e-07,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,7,mean,60,0.9435022926783462,0.925854786637324,0.017647506041022124,0.010012466229181496,0.024883907167294116,5.569421613489573e-06,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,12,first,60,0.9923774794330129,0.9857395299099134,0.00663794952309956,0.004904412796578856,0.00845033441314009,3.368102188594841e-07,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,12,last,60,0.9878674098256987,0.9900953861245266,-0.0022279762988280088,-0.004444199741732351,-0.0002194497764916788,0.06048948663461343,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,12,max,60,0.991587233195267,0.9897808755964503,0.0018063575988167342,0.0004616804266173556,0.0032358321108900707,0.01019337710425394,False
all_triplets,All 60 triplets,XLM-R,xlm-roberta-base,12,mean,60,0.9940360828240192,0.9930297330448092,0.0010063497792099142,-4.1024040891173076e-05,0.0019689153245337895,0.017071723791291522,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,1,first,60,0.9793302246588831,0.3426853298664234,0.6366448947924597,0.6131369172043243,0.6589442481122505,1.629555794311934e-11,True
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,1,last,60,0.36414541923157906,0.5854487600257217,-0.2213033407941426,-0.293320267193009,-0.15346942944793399,4.841171098703147e-06,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,1,max,60,0.7938414488418695,0.640248462682396,0.15359298615947353,0.1294359823090908,0.17628287725666575,5.970871816020805e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,1,mean,60,0.7630581672750877,0.5329861763951036,0.23007199087998426,0.20081077650402546,0.259636887492097,6.2721660499292e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,7,first,60,0.9167694444997766,0.7639939908958993,0.15277545360387743,0.14163227695559294,0.16442204447726982,1.629555794311934e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,7,last,60,0.7867523758844992,0.8053660513386902,-0.018613675454190983,-0.03615087636348974,0.0003127943354386862,0.02932910624733211,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,7,max,60,0.8698837920390746,0.8026124571307309,0.06727133490834356,0.05658911380853432,0.07868817090596023,8.839562988363795e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,7,mean,60,0.8866773869333581,0.824872448660941,0.06180493827241682,0.05049964680296657,0.07356673975352049,8.016241871760065e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,12,first,60,0.7771880352136862,0.534054101240132,0.24313393397355426,0.21565005177339922,0.269589004339389,1.994566564292453e-11,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,12,last,60,0.6042281418509672,0.5866449239943698,0.01758321785659754,-0.01822099315302535,0.051309423720230236,0.2569259224222419,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,12,max,60,0.7421644947866848,0.6214145635169196,0.12074993126976533,0.09693281013279788,0.1446802147767959,1.8052113765605005e-09,False
all_triplets,All 60 triplets,mBERT,bert-base-multilingual-cased,12,mean,60,0.7288012097418507,0.5891802387596586,0.13962097098219217,0.11269467332807717,0.16739983026152494,7.899273547265943e-10,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,first,13,0.972160974766816,0.34164394653831626,0.6305170282284998,0.5727538760337756,0.6731175367701997,0.000244140625,True
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,last,13,0.5405176943123722,0.8494750416679118,-0.3089573473555395,-0.4272191555978427,-0.18595271606729008,0.006103515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,max,13,0.797616536971047,0.6499867318846781,0.1476298050863689,0.09240786372512115,0.20746256919891048,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,mean,13,0.829232828558705,0.6448325094899878,0.1844003190687172,0.12354589524128412,0.2533929249380763,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,first,13,0.8698684147524572,0.675644065355978,0.19422434939647948,0.1495304631410383,0.23985087204745367,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,last,13,0.7972407560078163,0.8643571801858805,-0.06711642417806404,-0.10294074024183411,-0.027249849237980645,0.013427734375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,max,13,0.8522486917176012,0.7981727968849099,0.05407589483269127,0.02395378653824678,0.08371465022457984,0.01708984375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,mean,13,0.8628077275962998,0.8143073925632669,0.048500335033032686,0.018433634795098502,0.0805561412701328,0.021484375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,first,13,0.6989987241860441,0.6688679785379457,0.030130745648098572,-0.03234921783240661,0.09483323569722711,0.7353515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,last,13,0.8169836226009163,0.7974314167093848,0.019552205891531452,-0.028367777674560432,0.07555873320368227,0.7353515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,max,13,0.7960976521513045,0.7615590488408183,0.03453860331048601,-0.0031756506343815316,0.07812036782917794,0.19091796875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,mean,13,0.8244933103694562,0.7735868464291242,0.050906463940332,0.009635682676553736,0.09948871087423836,0.0478515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,first,13,0.9863287578611426,0.6047708846712212,0.3815578731899213,0.3591052925736571,0.40250418268974014,0.000244140625,True
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,last,13,0.5693396821608937,0.968257520330065,-0.3989178381691713,-0.4176587684284147,-0.37872955410754444,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,max,13,0.7950938304343781,0.8178141386701298,-0.022720308235751645,-0.036888569937386484,-0.007232113206385704,0.021484375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,mean,13,0.84261459344979,0.8532923835200272,-0.010677790070237067,-0.021320185704796366,-0.000650118037885372,0.068115234375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,first,13,0.9666444806771215,0.8545313084681567,0.11211317220896487,0.08051127134850423,0.1451720263869806,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,last,13,0.8528424542391755,0.9602088708838623,-0.1073664166446868,-0.1329013334262384,-0.08097527273218495,0.00048828125,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,max,13,0.9265580891557342,0.9176915247374909,0.008866564418243055,-0.010725268114123257,0.02691849059110887,0.497314453125,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,mean,13,0.9451924068412533,0.9418429621192048,0.003349444722048336,-0.01233152640017699,0.019163944941057914,0.786865234375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,first,13,0.9922161725736877,0.989198915978643,0.0030172565950444393,-0.0015104926911802645,0.007573846056686639,0.305419921875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,last,13,0.9870569916732731,0.9950053123362852,-0.007948320663012253,-0.011856724368433907,-0.0037335674167437174,0.004638671875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,max,13,0.9917627225467202,0.9930813955615032,-0.0013186730147834319,-0.0041468895919864026,0.0012678856348729284,0.587890625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,mean,13,0.9935996178190813,0.9952839727153683,-0.0016843548962867704,-0.004101652871860829,0.0005030377285484027,0.375732421875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,first,13,0.9614065088846898,0.41422535964176227,0.5471811492429276,0.5037564506343459,0.5905853269522867,0.000244140625,True
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,last,13,0.3411712072023555,0.8482092711665459,-0.5070380639641903,-0.5891090311754777,-0.41208939317810805,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,max,13,0.8086315709314136,0.6981710863704833,0.11046048456093047,0.05908888523869044,0.16291107385492545,0.004638671875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,mean,13,0.7606091687201235,0.6402076745879985,0.120401494132125,0.05413460209592968,0.18578672281776434,0.013427734375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,first,13,0.9367021598573859,0.7965160999734875,0.1401860598838985,0.11305913155585398,0.16554588833349362,0.000244140625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,last,13,0.8054989014062165,0.8827554578803548,-0.07725655647413848,-0.10726705609586232,-0.04352306601345321,0.001220703125,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,max,13,0.8894560250841204,0.84627550733495,0.04318051774917021,0.0201117442308566,0.06587147129633317,0.006103515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,mean,13,0.9034247411545627,0.8655997404361954,0.037825000718367224,0.017954034569627297,0.06075742690031546,0.006103515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,first,13,0.7942139701686227,0.6205243600868384,0.1736896100817843,0.11353028961820853,0.23398758916636073,0.000732421875,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,last,13,0.6288221274435172,0.7365067254551142,-0.10768459801159695,-0.17575546603526132,-0.03647253508102133,0.021484375,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,max,13,0.7658255192826261,0.7037472459931545,0.062078273289471755,0.007556884282180012,0.11375120406069525,0.0478515625,False
berturk_all_split_triplets,"Only triplets where BERTurk splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,mean,13,0.7479366944891308,0.694019588236478,0.05391710625265246,-0.002500546634086493,0.11016866147393105,0.127197265625,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,1,first,18,0.8794185549922455,0.39647194327781393,0.48294661171443143,0.41844611597401404,0.5448346515990329,7.62939453125e-06,True
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,1,last,18,0.3915932423087637,0.979028917032211,-0.5874356747234473,-0.6472375328040177,-0.5250956899118607,7.62939453125e-06,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,1,max,18,0.6551296626835923,0.7210659003869454,-0.06593623770335309,-0.12999559439696293,-0.0001860943313764778,0.08142852783203125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,18,0.7404971880966905,0.7193179029224267,0.021179285174263825,-0.022489325691180333,0.06409928488946458,0.34654998779296875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,7,first,18,0.7962544966270675,0.7079261893961065,0.0883283072309611,0.042825426136219494,0.14507183501756546,0.00336456298828125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,7,last,18,0.7246308359595119,0.9028764702914308,-0.17824563433191887,-0.21548293386536974,-0.14068802833709632,7.62939453125e-06,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,7,max,18,0.7709818428998125,0.8319902722707235,-0.061008429370911076,-0.10782317874475136,-0.013411613843484469,0.02367401123046875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,7,mean,18,0.8264162148888514,0.8429197305423685,-0.016503515653517035,-0.04534232297297188,0.010268267751038613,0.24620819091796875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,12,first,18,0.6740306196099146,0.7204855331751767,-0.04645491356526229,-0.0747664919783618,-0.022492165636204618,0.00067138671875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,12,last,18,0.7551374918057552,0.8470673845690042,-0.09192989276324906,-0.12994760813076905,-0.05057303336296519,0.00128936767578125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,12,max,18,0.7316070960747377,0.7983560757188687,-0.06674897964413111,-0.1018067614143308,-0.03352890172588404,0.00336456298828125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,18,0.7893071045636255,0.8115557240361362,-0.022248619472510618,-0.04563626181401927,0.0004034674885831779,0.14151763916015625,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,1,first,18,0.9878295789033523,0.5556326875831838,0.4321968913201686,0.4144964138406251,0.44958991470629345,7.62939453125e-06,True
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,1,last,18,0.5715296358159956,0.9620084685155137,-0.39047883269951816,-0.41183525247371805,-0.36691123638409573,7.62939453125e-06,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,1,max,18,0.8003771666187257,0.7888321545427588,0.011545012075966964,-0.00253108726763185,0.024809971679650263,0.1083831787109375,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,1,mean,18,0.8414657385912654,0.828379939359768,0.013085799231497441,0.003743263140421561,0.02289964898113174,0.0182342529296875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,7,first,18,0.9676174002299212,0.8087221247685491,0.158895275461372,0.1393776410976354,0.1791741854934365,7.62939453125e-06,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,7,last,18,0.8689026162187676,0.9659776886623153,-0.09707507244354767,-0.11347716284759023,-0.07903448062653884,1.52587890625e-05,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,7,max,18,0.9316201255291356,0.8998146784830463,0.0318054470460893,0.01920090860438802,0.04437671786269169,0.00041961669921875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,7,mean,18,0.9472590193802672,0.9295207246386652,0.01773829474160206,0.007888595885239895,0.026914050600253717,0.0008392333984375,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,12,first,18,0.9940582313772381,0.9842650760949684,0.009793155282269865,0.006337286204643371,0.013232661868001993,0.00019073486328125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,12,last,18,0.9891849842143912,0.9957915137267693,-0.006606529512378081,-0.009233424761248468,-0.003737647605021707,0.00104522705078125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,12,max,18,0.9924895245299814,0.9914719646227369,0.0010175599072445338,-0.0010432608182147007,0.0028088534194227062,0.19638824462890625,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,XLM-R,xlm-roberta-base,12,mean,18,0.9949223090696478,0.9946005006966302,0.0003218083730176328,-0.001307849778334865,0.0016292202087360638,0.34654998779296875,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,1,first,18,0.9749434138524538,0.38656592658468,0.5883774872677738,0.5471334518924399,0.6279337078862298,7.62939453125e-06,True
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,1,last,18,0.3533968692869097,0.7037312648341238,-0.35033439554721413,-0.47077491482433026,-0.22098385216125316,0.00019073486328125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,1,max,18,0.8213849920959875,0.7123343061159361,0.10905068598005163,0.07293726475008401,0.14260627043248006,0.00014495849609375,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,1,mean,18,0.7837533803282815,0.5957749639286875,0.187978416399594,0.12909401480005098,0.24908775036473008,0.00025177001953125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,7,first,18,0.931181194599456,0.7991359082382488,0.13204528636120727,0.11430010048517955,0.14689893678845026,7.62939453125e-06,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,7,last,18,0.7866875092619039,0.8499541840871313,-0.06326667482522771,-0.09225009732733006,-0.03391331885662614,0.00104522705078125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,7,max,18,0.8826084831341194,0.8384022951998318,0.04420618793428759,0.028457077107006488,0.05964390274597732,0.00025177001953125,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,7,mean,18,0.8977087479867968,0.8552356578027139,0.04247309018408288,0.026859632410820677,0.058944562127785045,0.00014495849609375,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,12,first,18,0.7991734913816365,0.5897391877404287,0.20943430364120783,0.15551321272736943,0.26241827118205036,2.288818359375e-05,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,12,last,18,0.5943970442006387,0.6736624712831012,-0.0792654270824625,-0.14465220432235398,-0.01593233048924109,0.04827880859375,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,12,max,18,0.7616741850270474,0.6937408543194709,0.06793333070757641,0.02869613364207779,0.10560571522240088,0.00400543212890625,False
berturk_shared_final_subtoken,Only triplets where BERTurk A_x and B_x share the final subtoken,mBERT,bert-base-multilingual-cased,12,mean,18,0.7471306063138476,0.6570737368326982,0.09005686948114931,0.0421491131051361,0.13789910427300456,0.0047454833984375,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,first,13,0.972160974766816,0.34164394653831626,0.6305170282284998,0.5727538760337756,0.6731175367701997,0.000244140625,True
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,last,13,0.5405176943123722,0.8494750416679118,-0.3089573473555395,-0.4272191555978427,-0.18595271606729008,0.006103515625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,max,13,0.797616536971047,0.6499867318846781,0.1476298050863689,0.09240786372512115,0.20746256919891048,0.000244140625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,1,mean,13,0.829232828558705,0.6448325094899878,0.1844003190687172,0.12354589524128412,0.2533929249380763,0.000244140625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,first,13,0.8698684147524572,0.675644065355978,0.19422434939647948,0.1495304631410383,0.23985087204745367,0.000244140625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,last,13,0.7972407560078163,0.8643571801858805,-0.06711642417806404,-0.10294074024183411,-0.027249849237980645,0.013427734375,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,max,13,0.8522486917176012,0.7981727968849099,0.05407589483269127,0.02395378653824678,0.08371465022457984,0.01708984375,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,7,mean,13,0.8628077275962998,0.8143073925632669,0.048500335033032686,0.018433634795098502,0.0805561412701328,0.021484375,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,first,13,0.6989987241860441,0.6688679785379457,0.030130745648098572,-0.03234921783240661,0.09483323569722711,0.7353515625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,last,13,0.8169836226009163,0.7974314167093848,0.019552205891531452,-0.028367777674560432,0.07555873320368227,0.7353515625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,max,13,0.7960976521513045,0.7615590488408183,0.03453860331048601,-0.0031756506343815316,0.07812036782917794,0.19091796875,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",BERTurk,dbmdz/bert-base-turkish-cased,12,mean,13,0.8244933103694562,0.7735868464291242,0.050906463940332,0.009635682676553736,0.09948871087423836,0.0478515625,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,first,57,0.9743446722660981,0.5661802221386103,0.40816445012748803,0.3893168935176799,0.42418188148236596,5.143753751233157e-11,True
