target_word,sentence_id,sentence,source,generation_model,prompt_version,batch_id,valid_exact_match,exact_match_count,word_count,is_duplicate,valid
aile,6,Aile içinde saygı ve sevgi her zaman ön planda.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,9,False,False
aile,8,Aile büyükleri her zaman yol gösterici olmuştur.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,7,False,False
aile,9,Tatil planlarını aile bireyleriyle birlikte yapıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
aile,10,Aile fotoğrafları eski günleri hatırlatıyor bana.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
aile,11,Onun aile geçmişi oldukça ilginç hikayeler barındırıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
aile,12,Aile ortamında yetişen çocuklar daha güvende hisseder.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,7,False,False
aile,13,Aile şirketinde herkesin söz hakkı vardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
aile,15,Aile kavramı toplumun temel taşıdır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
akıllı,1,Bu akıllı saat kalp atışlarını da ölçüyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
akıllı,2,"Öğrenci, akıllı telefonunu derslerde kullanıyor.",opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
akıllı,3,Akıllı ev sistemleri enerji tasarrufu sağlıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
akıllı,4,Köpeğimiz gerçekten çok akıllı bir hayvan.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
akıllı,5,Akıllı binalar sayesinde hayat kolaylaşıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
akıllı,6,Bu akıllı cihaz sesli komutları anlayabiliyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
akıllı,7,Akıllı ampuller telefonla kontrol edilebiliyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
akıllı,8,Onun akıllı fikirleri projeye yön verdi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
akıllı,9,Akıllı sözleşmeler hukuk alanında devrim yaratıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
akıllı,10,Akıllı saatim sayesinde adımlarımı takip ediyorum.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
akıllı,11,Bu akıllı robot ev işlerinde yardımcı oluyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
akıllı,12,Akıllı tarım teknikleri verimi artırıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
akıllı,13,Akıllı çocuk her soruya doğru cevap verdi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,7,False,False
akıllı,14,Akıllı termostat evin sıcaklığını ayarlıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
akıllı,15,Bu akıllı bileklik uyku düzenimi analiz ediyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alacaklanmak,1,Şirket yıl sonunda alacaklanmak zorunda kaldı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,2,Muhasebe departmanı alacaklanmak için hazırlık yapıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,3,Bu proje nedeniyle alacaklanmak kaçınılmaz oldu.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,4,Yeni yatırımlar için alacaklanmak gerekiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alacaklanmak,5,Küçük işletmeler sık sık alacaklanmak durumunda kalıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alacaklanmak,6,Bankadan alacaklanmak için gerekli belgeleri topladık.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,7,Firma nakit akışını düzenlemek için alacaklanmak istiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alacaklanmak,8,Uzun vadeli alacaklanmak şirketin büyümesini sağladı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,9,Bu dönemde alacaklanmak en mantıklı çözüm.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,10,Yöneticiler alacaklanmak konusunda anlaşmaya vardı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alacaklanmak,11,Alacaklanmak için uygun faiz oranını araştırıyoruz.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alacaklanmak,13,Şirket alacaklanmak için bankalarla görüşmelere başladı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alacaklanmak,14,Alacaklanmak yerine ortaklık teklifini değerlendirdik.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
alacaklanmak,15,Bu kadar yüksek miktarda alacaklanmak riskli görünüyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,1,Bahçe işleri için yeni bir alet aldım.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,4,Tamirci alet çantasını her zaman yanında taşır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,5,Bu eski alet hala çalışıyor olması şaşırtıcı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,6,Laboratuvarda her alet özenle temizlenmeli.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alet,7,Mutfakta kullanılan bu alet hayatımı kolaylaştırdı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,8,Her alet doğru amaç için kullanılmalıdır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,9,Bu alet sayesinde işlerimiz çok hızlandı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,10,"Usta, alet kutusundan bir tornavida çıkardı.",opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,11,Bu küçük alet cebime rahatça sığıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,12,Her alet kullanıldıktan sonra yerine konulmalı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alet,13,Bu alet hassas ölçümler yapmak için tasarlanmış.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,14,Çilingir özel bir alet ile kapıyı açtı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alet,15,Bu alet olmadan o işi yapmak imkansız.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alkol,1,Doktor ona alkol tüketimini bırakmasını önerdi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alkol,2,Partide alkol alanların sayısı oldukça fazlaydı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alkol,3,Alkol bağımlılığı tedavi edilebilir bir hastalıktır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alkol,4,Bu içecekte alkol oranı çok düşük.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alkol,5,Alkol kullanımı araba kullanma yeteneğini etkiler.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alkol,6,Gençler arasında alkol tüketimi giderek artıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alkol,7,Alkol satışı belirli saatlerde yasaklanmıştır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
alkol,8,Araba kullanırken alkol almamaya özen gösteriyorum.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alkol,9,Alkol ve sigara sağlığa zararlı maddelerdir.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alkol,10,Bu restoranda alkol servisi yapılmıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alkol,11,Alkol bağımlıları için destek grupları mevcut.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alkol,12,Alkol tüketimini azaltmak için kararlı bir adım attı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,8,False,False
alkol,13,Alkol aldıktan sonra evine güvenle gitmeli.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
alkol,14,Alkol testi sonucu sürücünün ehliyetine el konuldu.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,7,False,False
alkol,15,Alkol kullanımının uzun vadeli etkileri ciddi olabilir.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,7,False,False
almışlardır,1,Öğrenciler sınav sonuçlarını çoktan almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,2,Onlar bu kararı daha önce almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
almışlardır,3,Ekip üyeleri gerekli eğitimi tamamlamış almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
almışlardır,4,Misafirler hediyelerini büyük bir sevinçle almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
almışlardır,5,Çocuklar oyuncaklarını kendi başlarına almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,6,İşçiler maaşlarını zamanında almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,4,False,False
almışlardır,7,Yolcular biletlerini internet üzerinden almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,8,Onlar bu sorumluluğu gönüllü olarak almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
almışlardır,9,Öğretmenler yeni müfredatı incelemiş almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,10,Sporcular madalyalarını hak ederek almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,11,Aile fertleri miras paylarını almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
almışlardır,12,Sanatçılar ödüllerini törende almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,4,False,False
almışlardır,13,Askerler emirlerini komutandan almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,4,False,False
almışlardır,14,Onlar bu haberi duyunca çok üzülmüş almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
almışlardır,15,Müşteriler siparişlerini eksiksiz almışlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,4,False,False
alışkın,1,O soğuk havaya çoktan alışkın hale geldi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alışkın,2,Bu gürültüye alışkın olmayanlar rahatsız oluyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alışkın,3,Küçük çocuk yeni okuluna alışkın değil henüz.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alışkın,4,Biz yoğun tempoya alışkın bir aileyiz.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alışkın,5,O uzun yolculuklara alışkın bir kamyon şoförü.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alışkın,6,Bu hayvan sıcak iklime alışkın bir tür.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alışkın,7,Onlar gece vardiyasına alışkın çalışanlardır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alışkın,8,Bu bölge halkı depremlere alışkın yaşıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alışkın,9,Yeni gelen öğretmen disipline alışkın görünüyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
alışkın,10,O eleştirilere alışkın bir sanatçıdır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alışkın,11,Bu bitki kurak topraklara alışkın bir tür.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
alışkın,12,Köpek şehir hayatına alışkın değilmiş.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
alışkın,13,Biz kalabalık ortamlara alışkın insanlarız.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
anarşist,3,Toplumda anarşist düşünceler yayılmaya başlamıştı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,5,False,False
anarşist,7,Tarih dersinde anarşist hareketlerin kökenlerini öğrendik.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anarşist,8,Mahallede anarşist olduğu söylenen bir ressam yaşıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anarşist,9,Onun anarşist tavırları herkesi rahatsız ediyordu.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anarşist,10,"Yazar, romanında anarşist bir kahraman yaratmış.",opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anarşist,11,Konferansta anarşist teoriler üzerine tartıştılar.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,5,False,False
anarşist,12,"Gazete, anarşist grupların eylemlerini haber yaptı.",opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anarşist,13,Üniversitede anarşist bir öğrenci topluluğu kurulmuş.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anarşist,14,Sergideki tablolar anarşist bir bakış açısını yansıtıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anarşist,15,Bu kitap anarşist düşüncenin temel ilkelerini açıklıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,1,Bugün anne ve babamla birlikte pikniğe gittik.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,2,Küçük kız annesine sarılıp anne diye bağırdı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,4,Yemek masasında anne herkese çorba ikram etti.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,6,Okul çıkışında anne çocuğunu bekliyordu.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,5,False,False
anne,8,Pazar günü anne ile birlikte pasta yaptık.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,9,Dünyadaki en fedakar varlık anne olabilir.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anne,10,Telefonda anne sesini duyunca içim ısındı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anne,11,Yağmurda anne şemsiyesini çocuğuna tuttu.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,5,False,False
anne,14,Komşumuzun anne ve babası uzun yıllardır evli.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,7,False,False
anne,15,Her anne çocuğunun mutlu olmasını ister.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,1,Hava sıcaklıkları mevsim normallerine göre anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,2,Onun davranışları son zamanlarda iyice anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,3,Ekonomik göstergeler her geçen gün anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,4,Bu bölgedeki yağış rejimi giderek anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,5,Sohbet sırasında ses tonu ansızın anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,6,Deniz suyu sıcaklığı mevsimine göre anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
anormalleşiyor,7,Çocuğun uyku düzeni son aylarda anormalleşiyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,1,True,1,6,False,False
